ID,ISCO,major_job,job,position,location,description
698,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Senior Process Engineer,"Darlington, County Durham","["" Adhere to all Wood Health, Safety, Environmental and Quality guidelines and procedures, demonstrate a high level of personal commitment Work independently to provide solutions to customers, also work in collaborative teams with our customers Maintain budgets to deliver high standard of work to meet customer requirements Ensure that detail design methods, standards and data used conform with Client's requirements and / or those issued by Wood Prepare Process deliverables, for example Flow Diagrams, Equipment specifications, Process Descriptions and P&IDs for review and approval Responsible for the checking or approval of process deliverables in accordance with Wood procedures Perform process safety related calculations and provide input to HAZOPs, SIL and other safety reviews as directed, an ability to lead HAZOP’s is highly desirable Techincal assessment of supplier quotations and management of clarifications and queries Communicate effectively within a multi-discipline design team Ensure all technical documents and data are prepared and structured in accordance with relevant design codes, standards and legislation Produce design qualification documentation as well as qualification life cycle documents to support customer requirements Act as commissioning and testing liaison between process design team and site construction/commissioning team. Process team point of contact and knowledge for pharma sector design "", ' Degree in Chemical Engineering Chartered Chemical Engineer 10 years process engineering experience 3 - 5 years experience in Pharmaceutical and life sciences project delivery Proven core Process Engineering skills, including design experience A self-motivated, proactive individual with high achievement drive and initiative, excellent verbal and written communication skills and good organisational awareness Ability to impact and influence fellow workers Demonstration of customer focus and ability to respond to customer needs whilst achieving project and corporate objectives Display analytical and innovation skills to manage new technology Experience in Pharmaceutical or Life sciences sector ', ' Experience in Biologics manufacturing, Primary & secondary API manufacturing Experience in Oil & Gas and Petrochemical sectors Experience in brownfield and greenfield projects ']"
699,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Senior Process Engineer,"Morristown, TN","[' Reduce downtime by identifying the root cause and driving the implementation of corrective actions. Drive up production yields through the optimisation of equipment with the development of standard procedures, enhancing line performance and product quality and ensure the achievement of all Key Performance Indicators (KPIs). Evaluate current production activities with the use of statistical analysis tools to identify variation in the production process and use to drive improvement. Define and implement effective process monitoring tools and techniques to fully quantify process characteristics and monitor process variation. Lead cross-functional teams in troubleshooting chronic or acute processing or quality related issues. Evaluate products for manufacturability and provide technical guidance for the implementation of corrective/preventative actions. Manage and implement key projects associated with Health & Safety Environmental and process improvement. Working directly with line operators & supervisors, quality & maintenance technicians to ensure optimum production rates and maintain high quality standards. Working with our Commercial and Research & Development teams to evaluate and validate new materials into either existing or new products. Working with Project Engineers to validate and optimize new or modified equipment. ', ' Have a good understanding of extrusion - based systems, liquid and solid feed systems, and flexible web systems. ', ' Lead engineers and operators, through example and mentorship, in solving high priority challenging problems leveraging your advanced problem solving, creativity and leadership skills. ', "" Participate in and/or initiate cross functional teams in the pursuit of continuous improvement, problem solving, and mistake - proofing quality systems. Work with relevant managers' coordinators and external suppliers to identify new methods and equipment to improve machine efficiencies. Review work equipment, machine condition reports and maintenance activities to identify improvement actions and eliminate problems. Must be able to effectively communicate in concise business language to all levels of upper management in order to propose and demonstrate effective solutions to meet business objectives and report regularly on the status of projects. "", "" Support commissioning of new equipment within the manufacturing environment ensuring compliance with Health & Safety standards, implementation of SOP's along with necessary training requirement. Support the development and introduction of an effective preventative maintenance system. "", ' Ensure machinery compliance in line with directives and British Standard, ensure all risk assessments are complete for new work equipment, manual handling operations and process procedures. Identify and introduce best practice manufacturing methods into production. Identify capital investment requirement for inclusion in the forward plan. Keep pace with changes in technology and available equipment. Willing to travel to develop a close working relationship with operation team and sister manufacturing site in Morristown, TN, USA. ', ' STRATEGIC FOCUS: ']"
700,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Process Engineer (f/m/d),"Wimpassing im Schwarzatale, Niederösterreich","[' Monthly KPI tracking of production processes and benchmarking between the plants Developing of new processes and improving of existing processes Assist your colleagues world-wide at implementing the new/improved processes Taking the lead for one production process worldwide and coordinating the monthly process-meetings of the other process responsible Project lead for approving new materials Support at start-up of new machines and equipment in cooperation with engineering department until hand over for standard production Driving the know how transfer between the production plants Supporting production-trials at new product-developments ', ' Academic Background (technical college or University) Several years of professional experience, ideally in the production of hoses Very good skills in communication and conflict management Hands-On mentality Understanding of different cultures Willingness to travel Excellent English ', ' an interesting challenge and attractive employment conditions in an international organisation with production sites in Europe (Austria, Germany, France, Hungary, Czech Republic and Poland), the USA, and Asia (Thailand, China, India, Malaysia), as well as further sales companies around the world. Good opportunities for further development and comprehensive training are guaranteed. ']"
701,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Principal Clean Water Process Engineer,Lancashire,"[' To lead teams on optimisation studies at feasibility, concept, optioneering and preliminary design stages, with accountability for quality, budget, and schedule ', ' Development of process optimisation schemes, initiatives, and solutions at both site and programme level. These schemes will mitigate risk, return sites to compliance, or enable low or no build solutions to be provided for new permit drivers ', ' Provide technical thought leadership and strategic consultancy advise to clients and joint venture partners ', ' Develop relationships with Costain Key Account Directors; Capability Account Leads; customers; supply chain and other third parties ', ' To work collaboratively with business development, work winning and marketing functions to develop and tender new opportunities studies and major projects across new and existing clients ', ' To provide process engineering support to construction and commissioning project teams ', ' To develop of the Asset Optimisation function, to grow the capability and product offering both in human expert optimisation and digital solutions. ', ' Approval of process design calculations, reports, presentations and proposals ', ' Contact: Julian Taylor ', ' Deadline: 03.12.2021 Quote ref: 1155/23158 ', ' Cookies ', ' Employer Services Technical Recruitment Advertise jobs ', ' Online Journal Advertise an event ']"
702,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Senior Process Engineer,"Darlington, County Durham","["" Adhere to all Wood Health, Safety, Environmental and Quality guidelines and procedures, demonstrate a high level of personal commitment Work independently to provide solutions to customers, also work in collaborative teams with our customers Maintain budgets to deliver high standard of work to meet customer requirements Ensure that detail design methods, standards and data used conform with Client's requirements and / or those issued by Wood Prepare Process deliverables, for example Flow Diagrams, Equipment specifications, Process Descriptions and P&IDs for review and approval Responsible for the checking or approval of process deliverables in accordance with Wood procedures Perform process safety related calculations and provide input to HAZOPs, SIL and other safety reviews as directed, an ability to lead HAZOP's is highly desirable Techincal assessment of supplier quotations and management of clarifications and queries Communicate effectively within a multi-discipline design team Ensure all technical documents and data are prepared and structured in accordance with relevant design codes, standards and legislation Produce design qualification documentation as well as qualification life cycle documents to support customer requirements Act as commissioning and testing liaison between process design team and site construction/commissioning team. Process team point of contact and knowledge for pharma sector design "", ' Degree in Chemical Engineering Chartered Chemical Engineer 10 years process engineering experience 3 - 5 years experience in Pharmaceutical and life sciences project delivery Proven core Process Engineering skills, including design experience A self-motivated, proactive individual with high achievement drive and initiative, excellent verbal and written communication skills and good organisational awareness Ability to impact and influence fellow workers Demonstration of customer focus and ability to respond to customer needs whilst achieving project and corporate objectives Display analytical and innovation skills to manage new technology Experience in Pharmaceutical or Life sciences sector ', ' Experience in Biologics manufacturing, Primary & secondary API manufacturing Experience in Oil & Gas and Petrochemical sectors Experience in brownfield and greenfield projects ']"
703,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Senior Process Engineer (Water Treatment),United Kingdom,"[' To be a degree qualified engineer/scientist with more than 8-10 year’s experience as a Process Engineer in the water and wastewater industry. ', ' Associate of Professional Institute and ideally Chartered. ', ' Person to be an excellent communicator and negotiator, with good technical and inter-personal skills, able to deliver as part of a team to produce quality results. ', ' A flair for organisation and commercial awareness to work on own initiative or as part of a team. ', ' To provide technical support and guidance to tendering and sales, in undertaking these tasks they will: ', ' To support development of the process design function and technical department, through; ', ' Process design preparation and completion ', ' Detailed knowledge of the Municipal and Industrial Wastewater sectors, additional Water sector knowledge would be advantageous ', ' Professional Engineering Background ', ' Broad understanding of managing Process risks ', ' Experienced in using MS-Word, Excel, Power-point and Outlook. Additional knowledge of process modelling software would be advantageous ', ' Good communication and collaboration skills ', ' A problem solver – technically innovative ', ' Good team player, able to work in small multidisciplinary teams ', ' Ability to work under pressure to tight deadlines ', ' Flexible and able to adapt ', ' Confident, able to influence at all levels ', ' Passionate – results and quality driven ', ' Full UK driving licence ', ' Contact: Julian Taylor ', ' Deadline: 03.12.2021 Quote ref: 3642/21158 ', ' Cookies ', ' Employer Services Technical Recruitment Advertise jobs ', ' Online Journal Advertise an event ']"
704,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Graduate Process Engineer,Peterborough,"[' Contribute to development of solutions and suitable designs of Water/Wastewater Treatment Plants and/or sewerage/water systems that achieve the goals of Anglian Water in terms of customer, environment and efficiency Responsibility for consistently high quality work and contributing to the overall effectiveness of the team whilst complying with POSWSH/POSWASTE Collaborate with the design team to develop 3D models and solutions Support the team in the drive towards excellence in Health & Safety, demonstrating applied knowledge & skills to produce safe designs to discharge obligation according to CDM Regulations, standards and accepted codes of practice Proactively and reactively champion the need to deliver technical excellence ensuring the importance is understood and implemented across projects Maintain close links with other Engineers, Technical Managers and Operations to ensure smooth interfaces between disciplines, manage gaps/overlaps and share best practice to optimise performance ', ' Why are you interested in joining the @one alliance? What behaviours and values will you bring to the role and @one alliance? ', ' Name ', ' The best method for contacting you (Phone or email) ', ' The position title ', ' Requisition/vacancy number ']"
705,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Process Engineer,Waterford,"[' A new opportunity has arisen for a Process Engineer-MFFL-Tech Transfer at our client’s busy pharmaceutical site in Co. Waterford. The successful candidate will provide support to the Multi Format Filling Line (MFFL) line for the aseptic processing of monoclonal antibody (mAb) commercial products. The Process Engineer will support technology transfer of new products and work as part of a highly focused and integrated Engineering Team in a Sterile Manufacturing environment. ', ' Support commercial manufacturing through delivery of key performance metrics (SQDCI). Execute Process Engineering activities (cycle development protocol/reports, project improvements, deviations, problem solving, change controls, etc) to schedule and to the appropriate compliance and safety standards. The main area of work would be on the Aseptic Syringe Filling Line which includes Debagger / Ebeam / Delid / Deline / Isolator / Syringe filling machine with multi filling technologies. Provide engineering support to other areas of the MFFL process such as Dispensing, Formulation, Autoclaving and Washing. Provide technical support to implement process improvements, new product transfers to the site and production. ', ' Honours degree in an Engineering discipline. Strong problem solving skills. 3 or more years’ relevant experience in a highly regulated GMP environment. Experience of Sterile Manufacturing Operations would be an advantage. Experience in syringe filling would be a distinct advantage. Excellent communication and interpersonal skills. ']"
706,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Senior Process Engineer,"Stavanger, Rogaland","["" Carry out internal tasks given by the process team Follow up the process related activities and performance of contractors in the development project Monitor and follow up that the sub-vendors/ contractor develop process design in accordance with Relevant legislation and Company requirements Ensure that technical solutions are developed and aligned with relevant requirements and with emphasis on safe and efficient operation Ensure high focus and proper handling of interfaces related to process discipline Give input to planning and progress reporting related to process activities Review of contractor and vendor documentation Participate in design reviews and HAZOPs Input to deviations request and technical query handling Follow up to ensure compliance to relevant standards and legislations Take a lead role in updating relevant PFD's together with internal drawing dep General support to the project process discipline "", ' MSc in relevant special field. Relevant experience can compensate for less formal education 10+ years of experience with engineering, installation and commissioning from similar role in major engineering projects Preferable operational experience from NCS Specialist knowledge in key activities In depth knowledge in Norwegian legislation and Norsok standards ', ' Norwegian English ', ' Permanent- or project employment with the best conditions. Access to the industry´s most exciting job opportunities Personal follow-up, mentoring and career guidance A large variety of project opportunities Good pension- and insurance schemes A pleasant and positive work environment Access to both specific and general courses. ']"
707,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Principal Process Engineer (Water and Wastewater Treatment),"Warszawa, Mazowieckie","[' Acting in capacity as Process Engineer, Process Lead and technical reviewer for the process design and delivery of projects in a safe and professional manner. Working as part of a multidisciplinary team and showing leadership and mentorship. Developing and maintaining excellent relationships with other discipline engineers, project leads, our Clients and supply community. Leading Process design work to agreed scope and within agreed time and budget. Undertaking and overseeing desk-top and site-based work within Jacobs teams or our Client teams via secondment roles. Undertaking and leading process calculations and process modelling, development of PFDs and P&IDs. Supporting our tendering and bidding teams and processes. Maintaining an up-to-date knowledge of developments in water and / or wastewater treatment technologies. Building interpersonal relationships, facilitating conflict resolution, and leading our local Process team. ', ' Comprehensive understanding of Water and Wastewater theory and industry practices, standards, and their application. Experience in the design of water and / or wastewater non-infrastructure from feasibility stage through to detailed design including development of piping and instrumentation diagrams, control philosophies and detailed process calculations. Proven ability to work as part of a Process Discipline team and the desire to be part of our Europe Water Process team and wider team – contributing to our community of around 30 process engineers in the UK and our wider Solutions and Technology team. Proven ability to work as part of a multidisciplinary design team, liaising directly with Clients and other project team members. Experience in delivering process elements of design on small, medium, or large water projects. Strong Mathematical and Analytical skills including use of MS Excel. Excellent written and oral English communication skills. ']"
708,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Process Engineer,United Kingdom,"[' Plant Operation, Maintenance and Trouble Shooting; Plant Commissioning and Performance Testing; Technical and Economic Feasibility Studies; Technical Due Diligence Reviews Front End Engineering and Concept Design Studies; Process Design Review and Optimization; HAZOP/HAZAN Studies; Development and Preparation of Technical Specifications; Preparation of Tender Packages and Tender Evaluation; Technical Training and Instruction (Plant Operators and Managers); Technical Advisor and Independent Certifier Roles ', ' Degree in Engineering, Science or Environmental based subject or equivalent Ability to work in both an office based environment and on client sites. This may involve lone working at times, possibly outside typical working hours. Must have a full driving licence. Must be able to represent SLR Consulting in an effective and professional manner when on client sites. Knowledge and interest in the principles of wastewater treatment are an advantage Must have the ability to work independently, and as part of a team ']"
709,21,SCIENCE AND ENGINEERING PROFESSIONALS,process engineer,Process Engineer MFFL,Waterford,"[' A new vacancy has arisen for the role of a Process Engineer at our client’s busy pharmaceutical site in Co. Waterford. ', ' As a Process Engineer you will provide support to the Multi Format Filling Line (MFFL) line for the aseptic processing of monoclonal antibody (mAb) commercial products. You will support technology transfer of new products and work as part of a highly focused and integrated Engineering Team in a Sterile Manufacturing environment. ', ' Support Qualification of new equipment into commercial manufacturing ', ' Execute Process Engineering activities (cycle development protocol/reports, project improvements, deviations, problem solving, change controls, etc) to schedule and to the appropriate compliance and safety standards. ', ' Investigation/trouble shooting and solution implementation on process and equipment deviations using GPS3 problem solving tools ', ' Monitoring and review of equipment cycle trends using PI application ', ' Assist in the implementation of capital projects ', ' Implement and monitor performance metrics. ', ' Lead technical problem resolution & RCA (Root Cause Analysis) for all manufacturing operations, in conjunction with cross functional teams. ', ' Lead cycle time reduction initiatives in conjunction with manufacturing teams ', ' The main area of work would be on the Aseptic Syringe Filling Line which includes Debagger / Ebeam / Delid / Deline / Isolator / Syringe filling machine with multi filling technologies. ', ' Lead Process Engineering tech transfer activities for product introduction / transfer to the MFFL Line. ', ' Provide engineering support to other areas of the MFFL process such as Dispensing, Formulation, Autoclaving and Washing. ', ' Provide technical support to implement process improvements, new product transfers to the site and production. ', ' Design and implement Process development programs through plant trials, execution and change implementation ', ' Constantly seek to challenge operational standards and driving continuous improvement. ', ' Honours degree in an Engineering discipline. ', ' Strong problem-solving skills. ', ' 3 or more years’ relevant experience in a highly regulated GMP environment. ', ' Experience of Sterile Manufacturing Operations would be an advantage. ', ' Experience in syringe filling would be a distinct advantage. ', ' Excellent communication and interpersonal skills. ', ' Strong leadership skills. ', ' Strong Technical Writing skills ', ' Strong coordination, project management and planning skills. ', ' Customer-focused decision making skills. ', ' Strong understanding of maintenance, reliability, safety, quality and regulatory. ', ' Experience with change control, deviation management and associated compliance activities and systems. ']"
710,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,(Senior) Technical Product Developer (m/w/d),"Rottendorf, Bayern","["" Thanks to you we inspire our customers with every collection not only in terms of design but also in terms of quality You check our samples for our children's section in terms of workmanship and fit, so that the garments fit our customers perfectly and no zipper jams or button wobbles You carry out fit tests on the model, exchange information with the designers and pass on the feedback to suppliers, producers or agencies You record all the details of our new garments in production worksheets and thus ensure smooth workflows and processes Communication and exchange with our agencies abroad complete your package of tasks "", ' Thanks to your training in clothing technology or a corresponding degree and professional experience, no one can fool you in the matter of quality, workmanship and fit You are not afraid to take responsibility, to take the initiative and to assert yourself when it means the best for our products Your good English skills will help you to work with a wide range of internal and external interfaces Our product development is becoming more and more digital - good IT skills, especially in the PLM merchandise management system and Adobe Illustrator, are therefore indispensable for the job as a garment technician ']"
711,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Digital Product Developer (m/w/d) 2D/3D,"Rottendorf, Bayern","[' Du bist für die Entwicklung und Bereitstellung von passformsicheren Kollektions-Schnitten inkl. Gradierung verantwortlich Neu- und Weiterentwicklung von Grundschnitten und deren Gradierung Kontinuierliche Überprüfung und Optimierung der Passformen und Gradierung auf Hinblick der aktuellen Trends und Anforderungen aus dem Markt Gemeinsam mit dem Team baust du die 2D/3D Library weiter aus ', ' Du hast bereits Erfahrung im Umgang mit 2D Programmen wie z.B. CAD Assyst und im Idealfall CLO 3D Mode ist dein Leben und Trends erweckst du am liebsten selbst mit deiner Kreativität zum Leben Du bist fachlich flexibel und freust dich auf abwechslungsreiche Aufgaben in einem internationalen Umfeld, dabei stellt die Kommunikation auf Deutsch und Englisch für dich kein Problem dar ']"
712,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Power Product Developer med brinnande intresse för system och kraftelektronik,Gothenburg,"[' Specificera och systematisera kraftenheter och system Samarbeta, leda och styra de designande leverantörerna Utföra designverifiering Driva system- och arkitekturstudier Vara tekniskt ansvarig för ett mycket skickligt Team Arbeta agilt ', ' Kandidatexamen eller civilingenjörsexamen inom elektronik Genuint intresse för produktutveckling gärna inom kraftelektronik specifikt God förmåga att kommunicera på både svenska och engelska Minst 3 års erfarenhet av inbyggd kraftelektronik ', ' blocks--footer--menu#openCookiePreferences"" class=""company-link font-company-body"">Manage cookies ']"
713,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Technical Product Developer (m/w/d) Bags,"Rottendorf, Bayern","[' Thanks to you we inspire our customers with every collection not only in terms of design but also in terms of quality You check our samples in terms of workmanship, so that no zipper jams or button wobbles You carry out fit tests on the model, exchange information with the designers and pass on the feedback to suppliers, producers or agencies You record all the details of our new garments in production worksheets and thus ensure smooth workflows and processes Communication and exchange with our agencies abroad complete your package of tasks ', ' Thanks to your training in clothing technology or a corresponding degree and professional experience with focus on bags, no one can fool you in the matter of quality and workmanship You are not afraid to take responsibility, to take the initiative and to assert yourself when it means the best for our products Your good English skills will help you to work with a wide range of internal and external interfaces Our product development is becoming more and more digital - good IT skills, especially in the PLM merchandise management system and Adobe Illustrator, are therefore indispensable for the job as a garment technician ']"
714,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Technical Product Developer (m/w/d) Denim,"Rottendorf, Bayern","["" Thanks to you we inspire our customers with every collection not only in terms of design but also in terms of quality You check our samples for our children's section in terms of workmanship and fit, so that the garments fit our customers perfectly and no zipper jams or button wobbles You carry out fit tests on the model, exchange information with the designers and pass on the feedback to suppliers, producers or agencies You record all the details of our new garments in production worksheets and thus ensure smooth workflows and processes Communication and exchange with our agencies abroad complete your package of tasks "", ' Thanks to your training in clothing technology or a corresponding degree and professional experience, no one can fool you in the matter of quality, workmanship and fit You are not afraid to take responsibility, to take the initiative and to assert yourself when it means the best for our products Your good English skills will help you to work with a wide range of internal and external interfaces Our product development is becoming more and more digital - good IT skills, especially in the PLM merchandise management system and Adobe Illustrator, are therefore indispensable for the job as a garment technician ']"
715,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Product Developer,"Haarlem, Noord-Holland","["" You are extremely motivated to work towards a life without single-use water bottles; You have at least 5 year of experience in product development (including CAD); You are the unique combination of creativity and process-oriented; You have experience with product life cycle thinking You are excellent in translating all the technical details towards the team; You have a hands-on mentality and aims for the goal; Your English and Dutch are fluent; You are full time available and can't wait to join the team asap! "", ' Your own personalised Dopper bottle; 24 holidays on fulltime basis; Your birthday off; A solid pension plan in which we contribute 80%; WGA-insurance paid by us; Macbook or Windows - whichever you prefer to work with; Travel allowance (if you live more than 10 km away from the office); Delicious plant-based lunch at our brand new office for free; Development program created by People & Culture; Your personal training budget of € 1.000,- per year; Quarterly celebrations and team events. ']"
716,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Technical Product Developer (m/w/d) in Voll- oder Teilzeit,"Rottendorf, Bayern","["" Thanks to you we inspire our customers with every collection not only in terms of design but also in terms of quality You check our samples for our children's section in terms of workmanship and fit, so that the garments fit our customers perfectly and no zipper jams or button wobbles You carry out fit tests on the model, exchange information with the designers and pass on the feedback to suppliers, producers or agencies You record all the details of our new garments in production worksheets and thus ensure smooth workflows and processes Communication and exchange with our agencies abroad complete your package of tasks "", ' Thanks to your training in clothing technology or a corresponding degree and professional experience, no one can fool you in the matter of quality, workmanship and fit You are not afraid to take responsibility, to take the initiative and to assert yourself when it means the best for our products Your good English skills will help you to work with a wide range of internal and external interfaces Our product development is becoming more and more digital - good IT skills, especially in the PLM merchandise management system and Adobe Illustrator, are therefore indispensable for the job as a garment technician ']"
717,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Corporate Product Developer,London,"[' Experience within a corporate sales environment. Proven experience of establishing sales leads and nurturing client relationships. Project management experience. Experience in preparing and delivering product proposals. Excellent presentation skills. A natural flair for product, trend and innovation. Commercially aware with an excellent understanding of the market and competitors Results focused with a great understanding of what is important to the business and the customer. Strong negotiating and influencing skills. ']"
718,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,(Junior) Digital Product Developer Apparel (24 months temp) (m/f/d),"Herzogenaurach, Bayern","["" Achieve Buy ready's according to milestones on time to achieve KPIs Engineering design concepts into the format of Clo file content of patterns and fit, garment workmanship and print or AOP execution for T1. To increase the speed and efficiency of processes by eliminating non-value adding steps and try to execute “Right the First Time” Support the apparel team with technical solutions by analyzing designs for manufacturability, production and material properties, offering economic and efficient solutions to achieve cost targets. Collaborate with Sourcing to enable them to execute product demands and ensure construction meets adidas quality standards through 2D and/or 3D technical packs. Mentor new employees in technical product development by teaching them about adidas specific technical standards, processes and systems related to the Tech Pack creation Able to evaluate work processes and calendars for future improvements in close communication with Product Development, Pattern, MDI, Marketing, Design & T1. Ensure target price and product designs are aligned through predictive costing. Review, validate and approve T1 costing information throughout the entire creation process. Ensure compliance to agreed standards. Negotiate with T1 as needed. Ensure that all materials and accessories as well as prototypes are tested and adhere to adidas quality, safety and A01 standards. Manage quality exceptions with senior management as needed Ensure full conformity to published policies to ensure a final legal AD for final product. Researches innovation from market or supply chain as far as garment construction, pattern/fit, embellishment, trims. Work cross functionally with BOPS teams, Sourcing and T1/T2 to implement into product creation "", ' Product Operations - Development, Materials, Costing. Pattern Maker, Testing, Quality Digital Creators Marketing and Design T1 -Merchandising and Pattern Making LO/OC Merchandising, Technical Services and Costing ', ' Advanced IT skills Adobe Illustrator, Adobe Photoshop (MS packages) and ability to work with Product Data Management Systems Proficient knowledge of pattern creation and grading, the pattern/CAD creation software Advanced competence of virtual creation / 3D preferably CLO. With Strong visual skills and the ability to transfer into a readable digital file that a factory can produce a garment from. Strong Knowledge of material construction and related testing Confident in all aspects of production, garment construction and manufacturing Ability to work independently under minimal guidance on several projects simultaneously while adhering to a specified deadline Ability to effectively present information and trainings in one-on-one and large group situations to vendors, designers, and other employees of the organization Ability to travel domestically and internationally as needed (One overseas trip per season on average) ', ' Minimum 2-4 years of work experience in Garment Industry Experience with the entire product lifecycle process (project scope and time planning, development steps, production/execution of entire collections / ranges) Professional and proficient English, verbal and written ', "" CONFIDENCE allows athletes to make quick decisions on the field, to reach higher. For us at adidas confidence means acknowledging that we don't have all the answers. But we are willing to take risks, we try new things. And if we fail, then this is part of our learning - it helps us improve. COLLABORATION. Every elite athlete relies on partners: coaches, teammates, and nutritionists. We, too, know that we are stronger together. Winning as one team takes open and candid dialogue, inclusiveness and trust in each other's abilities and talents. Being the best sports company in the world takes CREATIVITY. No great athlete succeeds by copying their predecessors' training plans and strategies. We have to be open to new ideas, explore, gain an edge and stand out. Only then can we succeed. ""]"
719,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,"Product Developer, Firmware","Mölnlycke, Västra Götaland","[' improve our products by finding clever solutions to existing problems propose and implement product customizations and fixes for customer issues propose and implement new product designs within the innovation and product development projects update and revise product related documents such as specifications, drawings and other relevant R&D related documentation participate in quality increasing activities and continuously improve our solutions and ways of working ', ' has a Technical education within mechatronics, electronics, system development regarding software or other relevant education or relevant professional experience has good knowledge and approx. 5+ years of experience in firmware development for embedded systems (C, Linux, Git) is used to working with continuous delivery and continuous integration has the power of initiative and ability to work in group or independently when applicable is a problem solver with a structured way of working is fluent in English with some understanding of written and spoken Swedish ']"
720,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,Product Developer Jersey & Fleece,Stockholm,"[' Fulfill the design team needs by sourcing material and ensuring the highest possible standard of make while achieving target prices. Follow development critical path from initial design through to shipping SMS within the allocated delivery window, and until the launch of the pre-production samples. Attend, lead and take notes in development and production fittings, provide proactive and focused input on quality and fit to ensure a smooth production process. Create supplier quotes, evaluate prices and give input based on comparable styles for the manager to analyze. Responsible for communication and building relationships with suppliers. Travel to suppliers to ensure a smooth and timely development process. Maintain close collaboration with design, fabric and pattern teams. Responsible for accurate product and timely delivery of sampling. Propose to Senior PM styles allocations between factories to ensure the highest possible standard of make while achieving target CMT and FOB prices. Responsible for the product data input and continuous updates in internal system PLM. ', ' Academic degree, from business school and/or textile education. Minimum 5 years experience in a product development role preferably from high-end fashion brands. Highly proficient in MS Office applications, particularly Excel. Basic knowledge of Adobe Suite. Knowledge of PLM would be a plus. An action oriented attitude with a proactive approach to problem solving and decision making. Excellent verbal and written English, communication & time management skills. Ability to develop and maintain strong relationships both internally and with suppliers. Detail-oriented with strong follow through. ']"
721,21,SCIENCE AND ENGINEERING PROFESSIONALS,product developer,(Junior) Product Developer Apparel (m/f/d),"Herzogenaurach, Bayern","[' Communicate all necessary information to Marketing, Design, Suppliers and LO/OC to ensure the effective and efficient creation of outstanding product Ensure target price and product designs are aligned through predictive costing. Review, validate and approve T1 costing information throughout the entire creation process. Ensure compliance to agreed standards. Negotiate with T1 as needed Manage handover from design to T1 to ensure that all information provided to T1 is complete. Manage T1 feedback to design and marketing and incorporate where quality or cost can be improved without sacrificing product aesthetics Ensures timely and accurate data entry by T1 regarding AD/BOM, costing or other data as required at calendar milestones Evaluate all prototypes for compliance with AD, manages fit approval/size specification, approval of color, accessories and materials. Manage comments to T1 Ensure that all materials and accessories as well as prototypes are tested and adhere to adidas quality, safety and A01 standards. Manage quality exceptions with senior management as needed If required, review size sets for accuracy of measurements and merchantability of complete size range including logo placement and fit. (LO/OC to approve size sets not requested by CC and to review size sets approved by CC after buy ready release) Review and sign off sealing sample with complete AD including all related documents prior to buy ready dates. Ensure full conformity to published policies to ensure a final legal AD for final product Researches innovation from market or supply chain as far as garment construction, pattern/fit, embellishment, trims. Work cross functionally with BOPS teams, aIT, Sourcing and T1/T2 to implement into product creation ', ' Knowledge of material construction and related testing Knowledge of wear and physical product testing Knowledge of production garment construction and manufacturing Ability to fit a garment and comment to T1 on changes required Knowledge of costing and ability to negotiate as required Effective communication and negotiation skills Understanding of the respective vision and strategy for the brands. Ability to communicate to LO/OC/T1 the vision and strategy as well as success criteria needed from sourcing and T1 teams Fluent in English (written and spoken) Strong IT skills (MS Office) and ability to work with Product Data Management Systems Domestic and international travel as required ', ' Minimum 3-5 years of work experience in garment/textile industry ', "" CONFIDENCE allows athletes to make quick decisions on the field, to reach higher. For us at adidas confidence means acknowledging that we don't have all the answers. But we are willing to take risks, we try new things. And if we fail, then this is part of our learning - it helps us improve. COLLABORATION. Every elite athlete relies on partners: coaches, teammates, and nutritionists. We, too, know that we are stronger together. Winning as one team takes open and candid dialogue, inclusiveness and trust in each other's abilities and talents. Being the best sports company in the world takes CREATIVITY. No great athlete succeeds by copying their predecessors' training plans and strategies. We have to be open to new ideas, explore, gain an edge and stand out. Only then can we succeed. ""]"
